lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
432,Substitute,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
433,Solve,left side = right side,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
433,Solve,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
434,Numerical Solve,f(x) approx 0,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
434,Numerical Solve,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
435,Solve Systems,all equations true,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
435,Solve Systems,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
436,Eliminate Variables,combine equations,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
436,Eliminate Variables,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
437,Partial Fractions,rational expression -> simpler fractions,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
437,Partial Fractions,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
438,Polynomial Division,dividend = divisor x quotient + remainder,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
438,Polynomial Division,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
439,Derivatives,d/dx f(x),core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
439,Derivatives,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
440,Integrals,int f(x) dx,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
440,Integrals,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
441,Limits,lim x->a f(x),core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
441,Limits,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
442,Series Expansions,f(x)=sum terms,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
442,Series Expansions,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
443,Differential Equations,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.first-order-ode,ode-rule|ode-initial-condition,slope-field|solution-curve|euler-next-point,needs-review
443,Differential Equations,\frac{d}{dx}x^n=nx^{n-1},core lesson content formula card,cas.first-order-ode,ode-rule|ode-initial-condition,slope-field|solution-curve|euler-next-point,needs-review
444,Matrix Operations,rows x columns,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
444,Matrix Operations,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
445,Complex Calculations,i^2=-1,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
445,Complex Calculations,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
446,Assumptions,x in domain,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
446,Assumptions,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
447,Exact / Numeric Toggle,exact <-> numeric,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
447,Exact / Numeric Toggle,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
448,Step-by-Step Algebra,line by line transformations,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
448,Step-by-Step Algebra,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
449,CAS-to-Graph Link,expression -> graph,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
449,CAS-to-Graph Link,simplify(A-B)=0\Rightarrow A=B,core lesson content formula card,cas.core-model,primary-control,cas-result,needs-review
277,Informal Limits,lim x->a f(x)=L,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
277,Informal Limits,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
278,One-Sided Limits,"lim x->a- f(x), lim x->a+ f(x)",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
278,One-Sided Limits,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
279,Infinite Limits,lim x->a f(x)=infinity,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
279,Infinite Limits,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
280,Limits at Infinity,lim x->infinity f(x)=L,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
280,Limits at Infinity,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
281,Continuity at a Point,lim x->a f(x)=f(a),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
281,Continuity at a Point,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
282,Types of Discontinuity,continuous test fails,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
282,Types of Discontinuity,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
283,Epsilon–Delta Visualiser,0<|x-a|<delta -> |f(x)-L|<epsilon,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
283,Epsilon–Delta Visualiser,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
284,Average Rate of Change,(f(b)-f(a))/(b-a),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
284,Average Rate of Change,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
285,Instantaneous Rate of Change,f'(a)=lim h->0 (f(a+h)-f(a))/h,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
285,Instantaneous Rate of Change,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
286,Derivative from First Principles,f'(x)=lim h->0 (f(x+h)-f(x))/h,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
286,Derivative from First Principles,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
287,Tangent Line,y-f(a)=f'(a)(x-a),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
287,Tangent Line,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
288,Normal Line,m_normal=-1/m_tangent,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
288,Normal Line,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
289,Derivative Graph,y=f'(x),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
289,Derivative Graph,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
290,Higher Derivatives,f''(x)=d/dx(f'(x)),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
290,Higher Derivatives,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
291,Product Rule,(uv)'=u'v+uv',core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
291,Product Rule,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
292,Quotient Rule,(u/v)'=(u'v-uv')/v^2,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
292,Quotient Rule,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
293,Chain Rule,d/dx f(g(x))=f'(g(x))g'(x),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
293,Chain Rule,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
294,Implicit Differentiation,d/dx(y^2)=2y dy/dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
294,Implicit Differentiation,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
295,Parametric Differentiation,dy/dx=(dy/dt)/(dx/dt),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
295,Parametric Differentiation,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
296,Critical Points,f'(c)=0 or f'(c) undefined,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
296,Critical Points,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
297,Increasing / Decreasing,"f'>0 increasing, f'<0 decreasing",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
297,Increasing / Decreasing,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
298,Local and Global Extrema,compare f(c) with nearby or all f(x),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
298,Local and Global Extrema,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
299,Concavity,"f''>0 up, f''<0 down",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
299,Concavity,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
300,Inflection Points,concavity changes sign,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
300,Inflection Points,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
301,Optimisation,model -> derivative -> candidates -> compare,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
301,Optimisation,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
302,Related Rates,d/dt relation,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
302,Related Rates,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
303,Motion Analysis,"v=s'(t), a=v'(t)=s''(t)",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
303,Motion Analysis,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
304,Newton's Method,x_{n+1}=x_n-f(x_n)/f'(x_n),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
304,Newton's Method,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
305,Taylor Polynomial,P_n(x)=sum f^(k)(a)(x-a)^k/k!,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
305,Taylor Polynomial,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
306,Area by Rectangles,A approx sum f(x_i) Delta x,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
306,Area by Rectangles,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
307,Riemann Sums,sum f(x_i*) Delta x_i,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
307,Riemann Sums,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
308,Definite Integral,int_a^b f(x) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
308,Definite Integral,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
309,Indefinite Integral,int f(x) dx = F(x)+C,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
309,Indefinite Integral,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
310,Fundamental Theorem,int_a^b f(x) dx = F(b)-F(a),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
310,Fundamental Theorem,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
311,Area Between Curves,A=int_a^b (top-bottom) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
311,Area Between Curves,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
312,Substitution,int f(g(x))g'(x) dx = int f(u) du,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
312,Substitution,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
313,Integration by Parts,int u dv = uv - int v du,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
313,Integration by Parts,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
314,Partial Fractions,P(x)/Q(x)=A/(x-a)+B/(x-b),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
314,Partial Fractions,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
315,Improper Integrals,int_a^infty f(x) dx = lim_{b->infty} int_a^b f(x) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
315,Improper Integrals,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
316,Numerical Integration,A approx (Delta x/2)(y_0+2y_1+...+y_n),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
316,Numerical Integration,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
317,Volume by Slicing,V=int_a^b A(x) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
317,Volume by Slicing,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
318,Disc and Washer Methods,V=pi int_a^b (R^2-r^2) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
318,Disc and Washer Methods,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
319,Shell Method,V=2pi int radius height dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
319,Shell Method,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
320,Arc Length,L=int_a^b sqrt(1+(dy/dx)^2) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
320,Arc Length,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
321,Surface Area of Revolution,S=2pi int_a^b radius sqrt(1+(dy/dx)^2) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
321,Surface Area of Revolution,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
322,Accumulation Functions,A(x)=int_a^x f(t) dt,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
322,Accumulation Functions,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
323,Direction Fields,"dy/dx=f(x,y)",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
323,Direction Fields,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
324,Euler's Method,"y_{n+1}=y_n+h f(x_n,y_n)",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
324,Euler's Method,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
325,Separable Equations,g(y) dy = f(x) dx,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
325,Separable Equations,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
326,First-Order Linear Equations,y'+p(x)y=q(x),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
326,First-Order Linear Equations,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
327,Logistic Growth,dP/dt=rP(1-P/K),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
327,Logistic Growth,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
328,Second-Order Equations,y''+ay'+by=g(x),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
328,Second-Order Equations,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
329,Phase Plane,"dx/dt=f(x,y), dy/dt=g(x,y)",core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
329,Phase Plane,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
330,Equilibrium and Stability,f(x*)=0,core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
330,Equilibrium and Stability,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
331,Discrete Dynamical Systems,x_{n+1}=f(x_n),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
331,Discrete Dynamical Systems,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
332,Cobweb Diagrams,x_{n+1}=f(x_n),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
332,Cobweb Diagrams,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
333,Chaos and Bifurcation,x_{n+1}=r x_n(1-x_n),core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
333,Chaos and Bifurcation,f'(x)=\lim_{h\to0}\frac{f(x+h)-f(x)}{h},core lesson content formula card,calculus.core-model,primary-control,calculus-result,needs-review
450,Data Entry Grid,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
450,Data Entry Grid,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
451,Cell Formulas,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
451,Cell Formulas,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
452,Fill and Copy,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
452,Fill and Copy,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
453,Relative References,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
453,Relative References,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
454,Absolute References,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
454,Absolute References,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
455,Sorting,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
455,Sorting,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
456,Filtering,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
456,Filtering,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
457,Lists from Cells,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
457,Lists from Cells,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
458,Points from Columns,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
458,Points from Columns,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
459,Matrices from Cells,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
459,Matrices from Cells,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
460,Frequency Tables,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
460,Frequency Tables,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
461,Summary Statistics,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
461,Summary Statistics,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
462,Spreadsheet Charts,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
462,Spreadsheet Charts,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
463,Regression from Data,y = mx + b,core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
463,Regression from Data,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
464,Dynamic Cell Links,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
464,Dynamic Cell Links,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
465,Import CSV,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
465,Import CSV,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
466,Export Data,=f(cell\ values),core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
466,Export Data,\bar{x}=\frac{x_1+x_2+\cdots+x_n}{n},core lesson content formula card,spreadsheet.core-model,primary-control,spreadsheet-result,needs-review
467,Data Types,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
467,Data Types,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
468,Frequency Tables,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
468,Frequency Tables,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
469,Grouped Frequency Tables,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
469,Grouped Frequency Tables,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
470,Mean,mean = sum of values / n,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
470,Mean,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
471,Median,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
471,Median,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
472,Mode,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
472,Mode,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
473,Weighted Mean,weighted mean = sum(wx) / sum(w),core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
473,Weighted Mean,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
474,Range,range = maximum - minimum,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
474,Range,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
475,Quartiles and IQR,IQR = Q3 - Q1,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
475,Quartiles and IQR,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
476,Variance and Standard Deviation,standard deviation = square root of variance,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
476,Variance and Standard Deviation,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
477,Percentiles,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
477,Percentiles,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
478,Z-Scores,z = (x - mean) / standard deviation,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
478,Z-Scores,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
479,Outliers,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
479,Outliers,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
